nama_skpd,nama_urusan,nama_program,nilai_anggaran,nilai_spj
Sudin Kebersihan - JAKSEL,Pekerjaan Umum,"Program penerapan 3 R (Reuse, Reduce, Recycle)",475000000,431110000
Sudin Kebersihan - JAKSEL,Pekerjaan Umum,Program peningkatan kebersihan kota,1810000000,223117600
Sudin Kebersihan - JAKSEL,Pekerjaan Umum,Program peningkatan kinerja pengelolaan persampahan,7050000000,3412387535
Sudin Kebersihan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kinerja Pemerintahan Kota/Kabupaten Administrasi,3166699650,1747405500
Sudin Kebersihan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kecamatan,276000000,0
Sudin Kebersihan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,50000000,0
Sudin Kebersihan - JAKTIM,Pekerjaan Umum,Peningkatan sarana dan prasarana Pekerjaan Umum,67384862994,27523993758
Sudin Kebersihan - JAKTIM,Pekerjaan Umum,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,2425833600,1119551955
Sudin Kebersihan - JAKTIM,Pekerjaan Umum,Program Peningkatan Kinerja Pengelolaan Air Limbah,670000000,134042400
Sudin Kebersihan - JAKTIM,Pekerjaan Umum,"Program penerapan 3 R (Reuse, Reduce, Recycle)",600000000,221007800
Sudin Kebersihan - JAKTIM,Pekerjaan Umum,Program peningkatan kebersihan kota,750000000,344753200
Sudin Kebersihan - JAKTIM,Pekerjaan Umum,Program peningkatan kinerja pengelolaan persampahan,22726962500,12876549720
Sudin Kebersihan - JAKUT,Pekerjaan Umum,Peningkatan sarana dan prasarana Pekerjaan Umum,59507979215,16687336471
Sudin Kebersihan - JAKUT,Pekerjaan Umum,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,200000000,97317000
Sudin Kebersihan - JAKUT,Pekerjaan Umum,"Program Penerapan sistem 3R (reduce, reuse, recycle) di tingkat RW (Dedicated)",1455000000,254812500
Sudin Kebersihan - JAKUT,Pekerjaan Umum,Program Peningkatan Kinerja Pengelolaan Air Limbah,250000000,95449900
Sudin Kebersihan - JAKUT,Pekerjaan Umum,Program peningkatan kebersihan kota,570000000,14400000
Sudin Kebersihan - JAKUT,Pekerjaan Umum,Program peningkatan kinerja pengelolaan persampahan,22908222500,10308902866
Sudin Kebudayaan - JAKBAR,Kebudayaan,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,930000000,347795100
Sudin Kebudayaan - JAKBAR,Kebudayaan,3. Program pengelolaan keragaman budaya,3345000000,2348142900
Sudin Kebudayaan - JAKBAR,Kebudayaan,4. Program pengelolaan kekayaan budaya,1065000000,199882335
Sudin Kebudayaan - JAKBAR,Kebudayaan,5. Program pengembangan nilai budaya,1095000000,894999200
Sudin Kebudayaan - JAKBAR,Kebudayaan,8. Program peningkatan sarana prasarana Kebudayaan,292000000,246693550
Sudin Kebudayaan - JAKPUS,Kebudayaan,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,167000000,82808250
Sudin Kebudayaan - JAKPUS,Kebudayaan,3. Program pengelolaan keragaman budaya,5685000000,4747419300
Sudin Kebudayaan - JAKPUS,Kebudayaan,4. Program pengelolaan kekayaan budaya,1100000000,668061300
Sudin Kebudayaan - JAKPUS,Kebudayaan,6. Program pengembangan kerjasama pengelolaan kekayaan budaya,150000000,124250000
Sudin Kebudayaan - JAKPUS,Kebudayaan,8. Program peningkatan sarana prasarana Kebudayaan,165000000,162470000
Sudin Kebudayaan - JAKSEL,Kebudayaan,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,647000000,526046409
Sudin Kebudayaan - JAKSEL,Kebudayaan,"2. Program Sinkronisasi Kebijakan Pembiayaan, Kelembagaan dan Regulasi Kebudayaan",240000000,90000000
Sudin Kebudayaan - JAKSEL,Kebudayaan,3. Program pengelolaan keragaman budaya,9055000000,7733786500
Sudin Kebudayaan - JAKSEL,Kebudayaan,4. Program pengelolaan kekayaan budaya,560000000,540974250
Sudin Kebudayaan - JAKSEL,Kebudayaan,8. Program peningkatan sarana prasarana Kebudayaan,1560000000,772919000
Sudin Kebudayaan - JAKTIM,Kebudayaan,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,250000000,118407600
Sudin Kebudayaan - JAKTIM,Kebudayaan,3. Program pengelolaan keragaman budaya,950000000,945500000
Sudin Kebudayaan - JAKTIM,Kebudayaan,4. Program pengelolaan kekayaan budaya,375000000,175000000
Sudin Kebudayaan - JAKTIM,Kebudayaan,5. Program pengembangan nilai budaya,2750000000,2358821850
Sudin Kebudayaan - JAKTIM,Kebudayaan,8. Program peningkatan sarana prasarana Kebudayaan,3810000000,992878500
Sudin Kebudayaan - JAKUT,Kebudayaan,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,182000000,176485000
Sudin Kebudayaan - JAKUT,Kebudayaan,3. Program pengelolaan keragaman budaya,5275000000,4008549227
Sudin Kebudayaan - JAKUT,Kebudayaan,4. Program pengelolaan kekayaan budaya,200000000,0
Sudin Kebudayaan - JAKUT,Kebudayaan,5. Program pengembangan nilai budaya,200000000,0
Sudin Kebudayaan - JAKUT,Kebudayaan,6. Program pengembangan kerjasama pengelolaan kekayaan budaya,130000000,127919300
Sudin Kebudayaan - JAKUT,Kebudayaan,8. Program peningkatan sarana prasarana Kebudayaan,38000000,37910000
Sudin Kelautan dan Perikanan - KEP. SERIBU,Ketahanan Pangan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,50000000,49910000
Sudin Kelautan dan Perikanan - KEP. SERIBU,Ketahanan Pangan,Program peningkatan sarana dan prasarana Ketahanan Pangan,100000000,0
Sudin Kelautan dan Perikanan - KEP. SERIBU,Lingkungan Hidup,Program pelaksanaan SPM lain urusan Lingkungan Hidup,250000000,247791000
Sudin Kelautan dan Perikanan - KEP. SERIBU,Lingkungan Hidup,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,475000000,1550000
Sudin Kelautan dan Perikanan - KEP. SERIBU,Lingkungan Hidup,Program peningkatan kualitas ruang terbuka hijau,100000000,98347200
Sudin Kelautan dan Perikanan - KEP. SERIBU,Lingkungan Hidup,Program peningkatan peran serta masyarakat dalam pengelolaan Lingkungan Hidup,1350000000,974356149
Sudin Kelautan dan Perikanan - KEP. SERIBU,Lingkungan Hidup,Program peningkatan sarana dan prasarana Lingkungan Hidup,100000000,0
Sudin Kelautan dan Perikanan - KEP. SERIBU,Lingkungan Hidup,Program rehabilitasi dan pemulihan Lingkungan Hidup dan Sumber Daya Alam,125000000,0
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan",Program optimalisasi pengelolaan dan pemasaran produksi perikanan,200000000,193631000
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan","Program pemberdayaan komunitas Peternakan, Perikanan dan Kelautan",665000000,373232000
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan",Program pemberdayaan masyarakat dalam pengawasan dan pengendalian sumberdaya kelautan,575000000,487921600
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan",Program pencegahan dan penanggulangan penyakit ternak,300000000,199515000
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan","Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan",3033333000,1498886018
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan",Program pengelolaan sumberdaya Peternakan Perikanan dan Kelautan,5700000000,5546258700
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan","Program pengembangan usaha peternakan, budidaya ikan konsumsi, ikan hias dan perikanan tangkap",1575000000,1368315400
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan","Program peningkatan sarana dan prasarana Perikanan, Kelautan, dan Peternakan",3900000000,739232000
Sudin Kelautan dan Perikanan - KEP. SERIBU,"Perikanan, Kelautan, dan Peternakan","Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perikanan, Kelautan, dan Peternakan",260000000,0
Sudin Kependudukan dan Catatan Sipil - JAKBAR,Kependudukan dan Catatan Sipil,Program Sistem Informasi Administrasi Kependudukan (SIAK),2575200000,1308241160
Sudin Kependudukan dan Catatan Sipil - JAKBAR,Kependudukan dan Catatan Sipil,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,530441000,342655500
Sudin Kependudukan dan Catatan Sipil - JAKBAR,Kependudukan dan Catatan Sipil,Program pengawasan dan penegakan peraturan kependudukan,359078000,263787450
Sudin Kependudukan dan Catatan Sipil - JAKBAR,Kependudukan dan Catatan Sipil,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,750000000,76808000
Sudin Kependudukan dan Catatan Sipil - JAKBAR,Kependudukan dan Catatan Sipil,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,2150120000,391949882
Sudin Kependudukan dan Catatan Sipil - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kinerja Pemerintahan Kota/Kabupaten Administrasi,314818000,215529100
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program Sistem Informasi Administrasi Kependudukan (SIAK),2200585000,1521933600
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program pelaksanaan SPM lain urusan Kependudukan dan Catatan Sipil,117520000,75167000
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,994674500,634441220
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program pengawasan dan penegakan peraturan kependudukan,819114500,696673300
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,854696000,238963600
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program peningkatan pengelolaan administrasi kependudukan,437060000,213640800
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,200000000,187696850
Sudin Kependudukan dan Catatan Sipil - JAKPUS,Kependudukan dan Catatan Sipil,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kependudukan dan Catatan Sipil",139350000,22108000
Sudin Kependudukan dan Catatan Sipil - JAKSEL,Kependudukan dan Catatan Sipil,Program Sistem Informasi Administrasi Kependudukan (SIAK),98000000,0
Sudin Kependudukan dan Catatan Sipil - JAKSEL,Kependudukan dan Catatan Sipil,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,482724000,280417400
Sudin Kependudukan dan Catatan Sipil - JAKSEL,Kependudukan dan Catatan Sipil,Program pengawasan dan penegakan peraturan kependudukan,399000000,293661200
Sudin Kependudukan dan Catatan Sipil - JAKSEL,Kependudukan dan Catatan Sipil,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,4193030000,1636017400
Sudin Kependudukan dan Catatan Sipil - JAKSEL,Kependudukan dan Catatan Sipil,Program peningkatan pengelolaan administrasi kependudukan,184000000,94279800
Sudin Kependudukan dan Catatan Sipil - JAKSEL,Kependudukan dan Catatan Sipil,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,1757915040,822296092
Sudin Kependudukan dan Catatan Sipil - JAKTIM,Kependudukan dan Catatan Sipil,Program Sistem Informasi Administrasi Kependudukan (SIAK),3362610000,1646366100
Sudin Kependudukan dan Catatan Sipil - JAKTIM,Kependudukan dan Catatan Sipil,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,396413200,92946000
Sudin Kependudukan dan Catatan Sipil - JAKTIM,Kependudukan dan Catatan Sipil,Program pengawasan dan penegakan peraturan kependudukan,350000000,271520000
Sudin Kependudukan dan Catatan Sipil - JAKTIM,Kependudukan dan Catatan Sipil,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,1183230000,127020000
Sudin Kependudukan dan Catatan Sipil - JAKTIM,Kependudukan dan Catatan Sipil,Program peningkatan pengelolaan administrasi kependudukan,100000000,24058900
Sudin Kependudukan dan Catatan Sipil - JAKTIM,Kependudukan dan Catatan Sipil,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,1953746800,912298021
Sudin Kependudukan dan Catatan Sipil - JAKUT,Kependudukan dan Catatan Sipil,Program Sistem Informasi Administrasi Kependudukan (SIAK),2423616000,1693698800
Sudin Kependudukan dan Catatan Sipil - JAKUT,Kependudukan dan Catatan Sipil,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,2038484000,739572576
Sudin Kependudukan dan Catatan Sipil - JAKUT,Kependudukan dan Catatan Sipil,Program pengawasan dan penegakan peraturan kependudukan,300000000,205985500
Sudin Kependudukan dan Catatan Sipil - JAKUT,Kependudukan dan Catatan Sipil,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,300000000,24224300
Sudin Kependudukan dan Catatan Sipil - JAKUT,Kependudukan dan Catatan Sipil,Program peningkatan pengelolaan administrasi kependudukan,578900000,278302500
Sudin Kependudukan dan Catatan Sipil - JAKUT,Kependudukan dan Catatan Sipil,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,571500000,397252079
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program Sistem Informasi Administrasi Kependudukan (SIAK),359000000,248010000
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program pelaksanaan SPM lain urusan Kependudukan dan Catatan Sipil,90040000,11979750
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,128600000,75668000
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program pengawasan dan penegakan peraturan kependudukan,60000000,53785000
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,50000000,21264000
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program peningkatan pengelolaan administrasi kependudukan,277548000,131339000
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,314500000,73171000
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,Kependudukan dan Catatan Sipil,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kependudukan dan Catatan Sipil",500000000,0
Sudin Kependudukan dan Catatan Sipil - Kep.Seribu,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kinerja Pemerintahan Kota/Kabupaten Administrasi,88548000,50452000
Sudin Kesehatan - JAKBAR,Kesehatan,Program Jaminan Pelayanan Kesehatan Masyarakat (JPKM),58000000,37409050
Sudin Kesehatan - JAKBAR,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,639422000,370177500
Sudin Kesehatan - JAKBAR,Kesehatan,Program kesehatan jiwa masyarakat,161000000,108353950
Sudin Kesehatan - JAKBAR,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,747200000,498967225
Sudin Kesehatan - JAKBAR,Kesehatan,Program pencegahan penyakit tidak menular,200000000,129036000
Sudin Kesehatan - JAKBAR,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,2442910362,723054066
Sudin Kesehatan - JAKBAR,Kesehatan,Program pengawasan obat dan makanan,226685000,88998500
Sudin Kesehatan - JAKBAR,Kesehatan,Program pengembangan lingkungan sehat,454175000,352234625
Sudin Kesehatan - JAKBAR,Kesehatan,Program pengembangan obat asli Indonesia,50000000,39204000
Sudin Kesehatan - JAKBAR,Kesehatan,Program peningkatan gizi masyarakat,304618000,163006000
Sudin Kesehatan - JAKBAR,Kesehatan,Program peningkatan kemitraan kesehatan,36024000,7413500
Sudin Kesehatan - JAKBAR,Kesehatan,Program peningkatan kesehatan anak balita,112783000,46037000
Sudin Kesehatan - JAKBAR,Kesehatan,Program peningkatan mutu pelayanan kesehatan,1598743000,855730490
Sudin Kesehatan - JAKBAR,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,9612590000,421683000
Sudin Kesehatan - JAKBAR,Kesehatan,Program peningkatan sarana dan prasarana Puskesmas,11562090000,345709000
Sudin Kesehatan - JAKBAR,Kesehatan,Program penurunan angka kematian ibu dan bayi,353379000,112176000
Sudin Kesehatan - JAKBAR,Kesehatan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kesehatan",104650000,54017110
Sudin Kesehatan - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Menggalang seluruh sumber daya kesehatan dalam keadaan bencana,531000000,208187925
Sudin Kesehatan - JAKPUS,Kesehatan,Program Jaminan Pelayanan Kesehatan Masyarakat (JPKM),250000000,12274500
Sudin Kesehatan - JAKPUS,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,710000000,226627000
Sudin Kesehatan - JAKPUS,Kesehatan,Program kesehatan jiwa masyarakat,200000000,76867000
Sudin Kesehatan - JAKPUS,Kesehatan,Program pemberdayaan komunitas Kesehatan,200000000,99336500
Sudin Kesehatan - JAKPUS,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,2300680000,1354483000
Sudin Kesehatan - JAKPUS,Kesehatan,Program pencegahan penyakit tidak menular,211000000,7024000
Sudin Kesehatan - JAKPUS,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,5331078368,2317415478
Sudin Kesehatan - JAKPUS,Kesehatan,Program pengawasan obat dan makanan,863688000,274026500
Sudin Kesehatan - JAKPUS,Kesehatan,Program pengembangan lingkungan sehat,780600000,245948600
Sudin Kesehatan - JAKPUS,Kesehatan,Program pengembangan obat asli Indonesia,230000000,89828000
Sudin Kesehatan - JAKPUS,Kesehatan,Program peningkatan gizi masyarakat,100000000,34546500
Sudin Kesehatan - JAKPUS,Kesehatan,Program peningkatan kemitraan kesehatan,180000000,106933000
Sudin Kesehatan - JAKPUS,Kesehatan,Program peningkatan kesehatan anak balita,397000000,141885800
Sudin Kesehatan - JAKPUS,Kesehatan,Program peningkatan mutu pelayanan kesehatan,325716000,150443300
Sudin Kesehatan - JAKPUS,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,5785524510,26405000
Sudin Kesehatan - JAKPUS,Kesehatan,Program peningkatan sarana dan prasarana Puskesmas,62990363250,36085421125
Sudin Kesehatan - JAKPUS,Kesehatan,Program penurunan angka kematian ibu dan bayi,575000000,141107000
Sudin Kesehatan - JAKPUS,Kesehatan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kesehatan",50000000,20126000
Sudin Kesehatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Menggalang seluruh sumber daya kesehatan dalam keadaan bencana,350000000,124883000
Sudin Kesehatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Peningkatan peran pusat pengendalian bencana (kesehatan);,50000000,12256000
Sudin Kesehatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program diklat dan evakuasi bencana,125000000,32150000
Sudin Kesehatan - JAKSEL,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,1938506200,630128425
Sudin Kesehatan - JAKSEL,Kesehatan,Program kesehatan jiwa masyarakat,182462000,60858700
Sudin Kesehatan - JAKSEL,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,1787170000,1130446600
Sudin Kesehatan - JAKSEL,Kesehatan,Program pencegahan penyakit tidak menular,381440000,110535620
Sudin Kesehatan - JAKSEL,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,5142783182,1456372553
Sudin Kesehatan - JAKSEL,Kesehatan,Program pengawasan obat dan makanan,894610000,137884150
Sudin Kesehatan - JAKSEL,Kesehatan,Program pengembangan lingkungan sehat,807413000,340303000
Sudin Kesehatan - JAKSEL,Kesehatan,Program pengembangan obat asli Indonesia,100000000,23870600
Sudin Kesehatan - JAKSEL,Kesehatan,Program peningkatan gizi masyarakat,120000000,72830800
Sudin Kesehatan - JAKSEL,Kesehatan,Program peningkatan kesehatan anak balita,293998000,117377500
Sudin Kesehatan - JAKSEL,Kesehatan,Program peningkatan mutu pelayanan kesehatan,1710530000,674768550
Sudin Kesehatan - JAKSEL,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,8946750000,1589852500
Sudin Kesehatan - JAKSEL,Kesehatan,Program peningkatan sarana dan prasarana Puskesmas,26144684700,8063630017
Sudin Kesehatan - JAKSEL,Kesehatan,Program penurunan angka kematian ibu dan bayi,953824000,121464935
Sudin Kesehatan - JAKSEL,Kesehatan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kesehatan",100000000,40517120
Sudin Kesehatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Menggalang seluruh sumber daya kesehatan dalam keadaan bencana,544566786,83027900
Sudin Kesehatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Penigkatan kemampuan penanggulangan kesehatan akibat bencana,25000000,19360000
Sudin Kesehatan - JAKTIM,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,1312030000,822890000
Sudin Kesehatan - JAKTIM,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,1146453800,968610560
Sudin Kesehatan - JAKTIM,Kesehatan,Program pencegahan penyakit tidak menular,331180000,174732600
Sudin Kesehatan - JAKTIM,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,4527280500,2280174386
Sudin Kesehatan - JAKTIM,Kesehatan,Program pengawasan obat dan makanan,110000000,50200000
Sudin Kesehatan - JAKTIM,Kesehatan,Program pengembangan lingkungan sehat,271827500,181317900
Sudin Kesehatan - JAKTIM,Kesehatan,Program pengembangan obat asli Indonesia,154200000,108862500
Sudin Kesehatan - JAKTIM,Kesehatan,Program peningkatan gizi masyarakat,239000000,136781000
Sudin Kesehatan - JAKTIM,Kesehatan,Program peningkatan kesehatan anak balita,128500000,86280000
Sudin Kesehatan - JAKTIM,Kesehatan,Program peningkatan mutu pelayanan kesehatan,474566000,186606500
Sudin Kesehatan - JAKTIM,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,28299610700,8607376704
Sudin Kesehatan - JAKTIM,Kesehatan,Program peningkatan sarana dan prasarana Puskesmas,2850000000,71820000
Sudin Kesehatan - JAKTIM,Kesehatan,Program penurunan angka kematian ibu dan bayi,392000000,75417500
Sudin Kesehatan - JAKTIM,Kesehatan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kesehatan",50000000,32480000
Sudin Kesehatan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Peningkatan peran pusat pengendalian bencana (kesehatan);,404099000,318366400
Sudin Kesehatan - JAKUT,Kesehatan,Program Jaminan Pelayanan Kesehatan Masyarakat (JPKM),17494000,9914500
Sudin Kesehatan - JAKUT,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,1258989000,437230910
Sudin Kesehatan - JAKUT,Kesehatan,Program kesehatan jiwa masyarakat,201446000,158265500
Sudin Kesehatan - JAKUT,Kesehatan,Program pemberdayaan komunitas Kesehatan,134072000,104651500
Sudin Kesehatan - JAKUT,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,761810500,483150900
Sudin Kesehatan - JAKUT,Kesehatan,Program pencegahan penyakit tidak menular,107964000,70026500
Sudin Kesehatan - JAKUT,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,1746366520,1192167950
Sudin Kesehatan - JAKUT,Kesehatan,Program pengawasan obat dan makanan,416220751,173097640
Sudin Kesehatan - JAKUT,Kesehatan,Program pengembangan lingkungan sehat,913999000,550064300
Sudin Kesehatan - JAKUT,Kesehatan,Program pengembangan obat asli Indonesia,77880500,76414253
Sudin Kesehatan - JAKUT,Kesehatan,Program peningkatan gizi masyarakat,58164000,42412000
Sudin Kesehatan - JAKUT,Kesehatan,Program peningkatan kemitraan kesehatan,62796000,46092590
Sudin Kesehatan - JAKUT,Kesehatan,Program peningkatan kesehatan anak balita,262298500,166814650
Sudin Kesehatan - JAKUT,Kesehatan,Program peningkatan mutu pelayanan kesehatan,704721700,630892780
Sudin Kesehatan - JAKUT,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,20587498000,7405277136
Sudin Kesehatan - JAKUT,Kesehatan,Program peningkatan sarana dan prasarana Puskesmas,23879680549,9198192500
Sudin Kesehatan - JAKUT,Kesehatan,Program penurunan angka kematian ibu dan bayi,283114000,100439400
Sudin Kesehatan - JAKUT,Kesehatan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Kesehatan",50000000,34150950
Sudin Kesehatan - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Menggalang seluruh sumber daya kesehatan dalam keadaan bencana,95600000,79399300
Sudin Kesehatan - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Penigkatan kemampuan penanggulangan kesehatan akibat bencana,164446500,164149410
Sudin Kesehatan - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Peningkatan peran pusat pengendalian bencana (kesehatan);,256168500,220581750
Sudin Kesehatan - Kep. Seribu,Kesehatan,Program Jaminan Pelayanan Kesehatan Masyarakat (JPKM),100000000,88795000
Sudin Kesehatan - Kep. Seribu,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,470000000,274654025
Sudin Kesehatan - Kep. Seribu,Kesehatan,Program kesehatan jiwa masyarakat,380000000,177831000
Sudin Kesehatan - Kep. Seribu,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,1087565250,806421500
Sudin Kesehatan - Kep. Seribu,Kesehatan,Program pencegahan penyakit tidak menular,84620000,0
